Merchantnumber,recency,frequency,monetary_value
62006362002221,0,107,139372004
62006362002222,6,6,1031004
62006362002224,0,9,4623008
62006362002234,0,15,2099004
62006362002246,0,110,23817504
62006362002248,14,1,1004
62006362002249,0,141,493001004
62006362002251,0,86,206977004
62006362002254,0,44,18875004
62006362002256,0,74,179451004
62006362002260,0,96,120833504
62006362002264,12,8,16086004
62006362002285,0,303,452448004
62006362002286,4,23,66411004
62006362002295,23,1,1004
62006362002296,1,33,788991004
62006362002319,0,41,295971004
62006362002332,3,2,11004
62006362002335,0,300,16829604
62006362002337,1,116,91185004
62006362002346,17,1,1004
62006362002350,0,30,26601004
62006362002352,0,86,3543701004
62006362002354,19,2,2008
62006362002355,4,12,217876004
62006362002356,2,12,37301004
62006362002360,0,2365,1659251358
62006362002362,3,40,160191004
62006362002363,8,1,1004
62006362002368,2,25,9496101004
62006362002372,4,2,11004
62006362002377,0,88,25914004
62006362002385,0,119,244091004
62006362002389,4,2,2001004
62006362002390,2,125,137911000
62006362002392,11,4,881004
62006362002393,2,134,16240537004
62006362002394,2,91,1961164004
62006362002395,2,43,225002010
62006362002396,5,2,11004
62006362002398,0,281,61560004
62006362002402,2,123,74970686
62006362002419,10,7,134001004
62006362002422,2,28,1478166004
62006362002423,0,69,632514004
62006362002431,3,146,708556458
62006362002447,2,34,82601004
62006362002448,2,28,290806004
62006362002464,0,125,75921004
62006362002466,0,131,25533004
62006362002497,0,11,44301004
62006362002502,0,19,291501004
62006362002506,0,238,520591048
62006362002511,0,47,2640002099
62006362002540,12,5,1371004
62006362002541,3,48,14231004
62006362002551,0,15,8163104
62006362002566,17,1,1004
62006362002574,0,154,29630504
62006362002575,1,48,14937592
62006362002595,0,21,7876004
62006362002597,0,14,9538004
62006362002608,11,5,570501004
62006362002609,0,3,100011004
62006362002613,0,321,109408004
62006362002624,3,9,389462004
62006362002629,0,62,428161004
62006362002630,3,5,430001004
62006362002640,0,22,18851004
62006362002647,5,6,2277004
62006362002649,21,3,3012
62006362002650,18,2,13001004
62006362002656,16,1,1004
62006362002659,5,2,11004
62006362002681,24,1,1004
62006362002683,1,24,229892099
62006362002687,3,3,500001004
62006362002690,1,12,5501004
